# WuchangRecon navprobe
# center 18142.33 5609.49 -1550.33  grid 41x41  step 100.0 uu  extent 100/100/500
# level ProjectMain  hits 1252/1681
x,y,z,hit,projx,projy,projz
19542.33,4709.49,-1550.33,1,19460.00,4750.00,-1587.49
19642.33,4709.49,-1550.33,0,,,
19742.33,4709.49,-1550.33,0,,,
19842.33,4709.49,-1550.33,1,19930.00,4709.49,-1827.49
19942.33,4709.49,-1550.33,1,19942.33,4709.49,-1827.49
20042.33,4709.49,-1550.33,1,20042.33,4709.49,-1827.49
20142.33,4709.49,-1550.33,1,20142.33,4709.49,-1827.49
16142.33,4809.49,-1550.33,0,,,
16242.33,4809.49,-1550.33,1,16260.00,4809.49,-1425.53
16342.33,4809.49,-1550.33,1,16342.33,4809.49,-1425.53
16442.33,4809.49,-1550.33,1,16390.53,4800.35,-1425.53
16542.33,4809.49,-1550.33,1,16640.00,4790.00,-1945.53
16642.33,4809.49,-1550.33,1,16649.71,4804.57,-1945.53
16742.33,4809.49,-1550.33,1,16742.33,4809.49,-1972.39
16842.33,4809.49,-1550.33,1,16842.33,4809.49,-1954.98
16942.33,4809.49,-1550.33,1,17001.10,4798.30,-1905.53
17042.33,4809.49,-1550.33,1,17042.33,4809.49,-1905.53
17142.33,4809.49,-1550.33,1,17142.33,4830.00,-1945.53
17242.33,4809.49,-1550.33,1,17242.33,4809.49,-1625.53
17342.33,4809.49,-1550.33,1,17342.33,4809.49,-1588.70
17442.33,4809.49,-1550.33,1,17353.82,4820.56,-1585.53
17542.33,4809.49,-1550.33,1,17595.44,4807.02,-1625.53
17642.33,4809.49,-1550.33,1,17642.33,4809.49,-1625.53
17742.33,4809.49,-1550.33,1,17742.33,4809.49,-1625.53
17842.33,4809.49,-1550.33,1,17767.92,4819.42,-1625.53
17942.33,4809.49,-1550.33,0,,,
18042.33,4809.49,-1550.33,0,,,
18142.33,4809.49,-1550.33,0,,,
18242.33,4809.49,-1550.33,0,,,
18342.33,4809.49,-1550.33,0,,,
18442.33,4809.49,-1550.33,0,,,
18542.33,4809.49,-1550.33,0,,,
18642.33,4809.49,-1550.33,0,,,
18742.33,4809.49,-1550.33,0,,,
18842.33,4809.49,-1550.33,0,,,
18942.33,4809.49,-1550.33,0,,,
19042.33,4809.49,-1550.33,0,,,
19142.33,4809.49,-1550.33,0,,,
19242.33,4809.49,-1550.33,0,,,
19342.33,4809.49,-1550.33,1,19433.63,4782.10,-1587.49
19442.33,4809.49,-1550.33,1,19442.33,4809.49,-1587.49
19542.33,4809.49,-1550.33,1,19480.80,4826.27,-1587.49
19642.33,4809.49,-1550.33,0,,,
19742.33,4809.49,-1550.33,0,,,
19842.33,4809.49,-1550.33,1,19930.00,4809.49,-1827.49
19942.33,4809.49,-1550.33,1,19942.33,4809.49,-1827.49
20042.33,4809.49,-1550.33,1,20042.33,4809.49,-1827.49
20142.33,4809.49,-1550.33,1,20142.33,4809.49,-1827.49
16142.33,4909.49,-1550.33,1,16160.00,4980.00,-1105.53
16242.33,4909.49,-1550.33,1,16249.74,4968.78,-1127.96
16342.33,4909.49,-1550.33,1,16342.33,4860.00,-1425.53
16442.33,4909.49,-1550.33,1,16380.00,4860.00,-1425.53
16542.33,4909.49,-1550.33,1,16580.00,4960.00,-1545.53
16642.33,4909.49,-1550.33,1,16650.96,4910.36,-1945.53
16742.33,4909.49,-1550.33,1,16742.33,4909.49,-1474.48
16842.33,4909.49,-1550.33,1,16842.33,4909.49,-1475.65
16942.33,4909.49,-1550.33,1,16942.33,4909.49,-1474.13
17042.33,4909.49,-1550.33,1,17042.33,4909.49,-1913.68
17142.33,4909.49,-1550.33,1,17142.33,4909.49,-1936.33
17242.33,4909.49,-1550.33,1,17258.53,4904.86,-1625.53
17342.33,4909.49,-1550.33,1,17342.33,4909.49,-1607.10
17442.33,4909.49,-1550.33,1,17357.11,4901.75,-1597.07
17542.33,4909.49,-1550.33,1,17600.08,4906.81,-1625.53
17642.33,4909.49,-1550.33,1,17642.33,4909.49,-1625.53
17742.33,4909.49,-1550.33,1,17742.33,4909.49,-1625.53
17842.33,4909.49,-1550.33,1,17784.57,4926.00,-1622.48
17942.33,4909.49,-1550.33,0,,,
18042.33,4909.49,-1550.33,0,,,
18142.33,4909.49,-1550.33,0,,,
18242.33,4909.49,-1550.33,0,,,
18342.33,4909.49,-1550.33,0,,,
18442.33,4909.49,-1550.33,0,,,
18542.33,4909.49,-1550.33,0,,,
18642.33,4909.49,-1550.33,0,,,
18742.33,4909.49,-1550.33,0,,,
18842.33,4909.49,-1550.33,0,,,
18942.33,4909.49,-1550.33,0,,,
19042.33,4909.49,-1550.33,0,,,
19142.33,4909.49,-1550.33,0,,,
19242.33,4909.49,-1550.33,0,,,
19342.33,4909.49,-1550.33,0,,,
19442.33,4909.49,-1550.33,1,19460.00,4870.00,-1587.49
19542.33,4909.49,-1550.33,1,19490.00,4860.00,-1587.49
19642.33,4909.49,-1550.33,0,,,
19742.33,4909.49,-1550.33,0,,,
19842.33,4909.49,-1550.33,1,19930.00,4870.00,-1827.49
19942.33,4909.49,-1550.33,1,19942.33,4870.00,-1827.49
20042.33,4909.49,-1550.33,1,20042.33,4870.00,-1827.49
20142.33,4909.49,-1550.33,1,20142.33,4870.00,-1827.49
16142.33,5009.49,-1550.33,1,16164.31,5005.83,-1105.53
16242.33,5009.49,-1550.33,1,16242.33,5009.49,-1127.96
16342.33,5009.49,-1550.33,1,16340.00,5010.00,-1145.53
16442.33,5009.49,-1550.33,1,16453.25,5042.25,-1615.20
16542.33,5009.49,-1550.33,1,16542.33,5009.49,-1574.94
16642.33,5009.49,-1550.33,1,16642.33,5009.49,-1559.59
16742.33,5009.49,-1550.33,1,16745.91,5005.91,-1486.74
16842.33,5009.49,-1550.33,1,16842.33,5009.49,-1499.16
16942.33,5009.49,-1550.33,1,16942.33,5009.49,-1495.11
17042.33,5009.49,-1550.33,1,17042.33,5009.49,-1496.50
17142.33,5009.49,-1550.33,1,17142.33,5009.49,-1938.13
17242.33,5009.49,-1550.33,1,17200.00,5000.00,-1945.53
17342.33,5009.49,-1550.33,1,17342.33,5009.49,-1625.53
17442.33,5009.49,-1550.33,1,17370.00,5020.00,-1625.53
17542.33,5009.49,-1550.33,1,17604.73,5006.59,-1625.53
17642.33,5009.49,-1550.33,1,17642.33,5009.49,-1625.53
17742.33,5009.49,-1550.33,1,17742.33,5009.49,-1618.07
17842.33,5009.49,-1550.33,1,17810.99,5018.45,-1604.87
17942.33,5009.49,-1550.33,0,,,
18042.33,5009.49,-1550.33,0,,,
18142.33,5009.49,-1550.33,0,,,
18242.33,5009.49,-1550.33,0,,,
18342.33,5009.49,-1550.33,0,,,
18442.33,5009.49,-1550.33,0,,,
18542.33,5009.49,-1550.33,0,,,
18642.33,5009.49,-1550.33,0,,,
18742.33,5009.49,-1550.33,0,,,
18842.33,5009.49,-1550.33,0,,,
18942.33,5009.49,-1550.33,0,,,
19042.33,5009.49,-1550.33,0,,,
19142.33,5009.49,-1550.33,0,,,
19242.33,5009.49,-1550.33,0,,,
19342.33,5009.49,-1550.33,0,,,
19442.33,5009.49,-1550.33,0,,,
19542.33,5009.49,-1550.33,0,,,
19642.33,5009.49,-1550.33,1,19660.00,5060.00,-1707.49
19742.33,5009.49,-1550.33,1,19710.00,5060.00,-1707.49
19842.33,5009.49,-1550.33,0,,,
19942.33,5009.49,-1550.33,0,,,
20042.33,5009.49,-1550.33,0,,,
20142.33,5009.49,-1550.33,0,,,
16142.33,5109.49,-1550.33,1,16180.00,5100.00,-1105.53
16242.33,5109.49,-1550.33,1,16236.43,5085.89,-1124.34
16342.33,5109.49,-1550.33,1,16350.86,5119.25,-1625.53
16442.33,5109.49,-1550.33,1,16442.33,5109.49,-1614.45
16542.33,5109.49,-1550.33,1,16542.33,5109.49,-1600.66
16642.33,5109.49,-1550.33,1,16642.33,5109.49,-1581.81
16742.33,5109.49,-1550.33,1,16750.96,5110.36,-1505.53
16842.33,5109.49,-1550.33,1,16842.33,5109.49,-1538.72
16942.33,5109.49,-1550.33,1,16912.65,5074.87,-1515.44
17042.33,5109.49,-1550.33,1,17045.25,5121.19,-1185.53
17142.33,5109.49,-1550.33,1,17153.56,5072.07,-1476.11
17242.33,5109.49,-1550.33,1,17300.00,5100.00,-1865.53
17342.33,5109.49,-1550.33,1,17342.33,5109.49,-1625.53
17442.33,5109.49,-1550.33,1,17380.00,5090.00,-1825.53
17542.33,5109.49,-1550.33,1,17609.37,5106.38,-1625.53
17642.33,5109.49,-1550.33,1,17642.33,5109.49,-1621.38
17742.33,5109.49,-1550.33,1,17742.33,5109.49,-1603.99
17842.33,5109.49,-1550.33,1,17837.40,5110.90,-1587.26
17942.33,5109.49,-1550.33,1,17852.58,5148.76,-1592.72
18042.33,5109.49,-1550.33,1,18060.00,5180.00,-1625.53
18142.33,5109.49,-1550.33,1,18084.45,5196.30,-1625.53
18242.33,5109.49,-1550.33,0,,,
18342.33,5109.49,-1550.33,0,,,
18442.33,5109.49,-1550.33,0,,,
18542.33,5109.49,-1550.33,0,,,
18642.33,5109.49,-1550.33,0,,,
18742.33,5109.49,-1550.33,0,,,
18842.33,5109.49,-1550.33,0,,,
18942.33,5109.49,-1550.33,0,,,
19042.33,5109.49,-1550.33,0,,,
19142.33,5109.49,-1550.33,0,,,
19242.33,5109.49,-1550.33,0,,,
19342.33,5109.49,-1550.33,0,,,
19442.33,5109.49,-1550.33,0,,,
19542.33,5109.49,-1550.33,0,,,
19642.33,5109.49,-1550.33,1,19676.26,5092.53,-1707.49
19742.33,5109.49,-1550.33,1,19742.33,5109.49,-1707.49
19842.33,5109.49,-1550.33,1,19832.84,5135.58,-1707.49
19942.33,5109.49,-1550.33,1,19900.00,5160.00,-1707.49
20042.33,5109.49,-1550.33,1,20003.66,5186.83,-1467.49
20142.33,5109.49,-1550.33,0,,,
16142.33,5209.49,-1550.33,1,16149.76,5234.78,-1641.89
16242.33,5209.49,-1550.33,1,16242.33,5209.49,-1659.05
16342.33,5209.49,-1550.33,1,16342.33,5209.49,-1647.24
16442.33,5209.49,-1550.33,1,16442.33,5209.49,-1632.58
16542.33,5209.49,-1550.33,1,16526.45,5196.26,-1625.53
16642.33,5209.49,-1550.33,1,16632.15,5208.48,-1616.92
16742.33,5209.49,-1550.33,1,16742.33,5209.49,-1521.17
16842.33,5209.49,-1550.33,1,16842.33,5170.00,-1545.53
16942.33,5209.49,-1550.33,1,17010.00,5220.00,-1585.53
17042.33,5209.49,-1550.33,1,17042.33,5220.00,-1585.53
17142.33,5209.49,-1550.33,1,17152.15,5183.31,-1256.60
17242.33,5209.49,-1550.33,1,17170.00,5190.00,-1265.53
17342.33,5209.49,-1550.33,1,17347.66,5198.83,-1625.53
17442.33,5209.49,-1550.33,1,17390.00,5220.00,-1625.53
17542.33,5209.49,-1550.33,1,17619.00,5200.98,-1625.53
17642.33,5209.49,-1550.33,1,17642.33,5209.49,-1621.64
17742.33,5209.49,-1550.33,1,17742.33,5209.49,-1605.53
17842.33,5209.49,-1550.33,1,17842.33,5209.49,-1607.26
17942.33,5209.49,-1550.33,1,17889.30,5232.69,-1613.70
18042.33,5209.49,-1550.33,1,18042.33,5209.49,-1625.53
18142.33,5209.49,-1550.33,1,18089.87,5200.75,-1625.53
18242.33,5209.49,-1550.33,0,,,
18342.33,5209.49,-1550.33,0,,,
18442.33,5209.49,-1550.33,0,,,
18542.33,5209.49,-1550.33,0,,,
18642.33,5209.49,-1550.33,0,,,
18742.33,5209.49,-1550.33,0,,,
18842.33,5209.49,-1550.33,0,,,
18942.33,5209.49,-1550.33,0,,,
19042.33,5209.49,-1550.33,0,,,
19142.33,5209.49,-1550.33,0,,,
19242.33,5209.49,-1550.33,0,,,
19342.33,5209.49,-1550.33,0,,,
19442.33,5209.49,-1550.33,0,,,
19542.33,5209.49,-1550.33,0,,,
19642.33,5209.49,-1550.33,1,19690.00,5120.00,-1707.49
19742.33,5209.49,-1550.33,1,19769.00,5138.37,-1707.49
19842.33,5209.49,-1550.33,1,19856.67,5171.25,-1707.49
19942.33,5209.49,-1550.33,1,19970.00,5200.00,-1467.49
20042.33,5209.49,-1550.33,1,20042.33,5209.49,-1467.49
20142.33,5209.49,-1550.33,1,20123.66,5246.83,-1467.49
16142.33,5309.49,-1550.33,1,16142.33,5309.49,-1616.28
16242.33,5309.49,-1550.33,1,16242.33,5309.49,-1637.24
16342.33,5309.49,-1550.33,1,16342.33,5309.49,-1625.53
16442.33,5309.49,-1550.33,1,16436.28,5304.46,-1625.53
16542.33,5309.49,-1550.33,1,16510.00,5360.00,-1625.53
16642.33,5309.49,-1550.33,1,16617.25,5234.25,-1625.53
16742.33,5309.49,-1550.33,1,16730.00,5330.00,-1105.53
16842.33,5309.49,-1550.33,1,16830.22,5314.79,-1574.23
16942.33,5309.49,-1550.33,1,16846.29,5351.51,-1583.41
17042.33,5309.49,-1550.33,1,17042.33,5250.00,-1625.53
17142.33,5309.49,-1550.33,1,17142.33,5309.49,-1465.53
17242.33,5309.49,-1550.33,1,17220.00,5330.00,-1465.53
17342.33,5309.49,-1550.33,1,17387.66,5218.83,-1625.53
17442.33,5309.49,-1550.33,1,17390.00,5220.00,-1625.53
17542.33,5309.49,-1550.33,1,17610.00,5310.00,-1625.53
17642.33,5309.49,-1550.33,1,17642.33,5309.49,-1623.30
17742.33,5309.49,-1550.33,1,17742.33,5309.49,-1625.53
17842.33,5309.49,-1550.33,1,17842.33,5309.49,-1625.53
17942.33,5309.49,-1550.33,1,17905.57,5302.14,-1625.53
18042.33,5309.49,-1550.33,1,18042.33,5309.49,-1625.53
18142.33,5309.49,-1550.33,1,18129.89,5319.86,-1625.53
18242.33,5309.49,-1550.33,0,,,
18342.33,5309.49,-1550.33,0,,,
18442.33,5309.49,-1550.33,0,,,
18542.33,5309.49,-1550.33,1,18575.97,5393.61,-1643.12
18642.33,5309.49,-1550.33,1,18660.00,5360.00,-1665.53
18742.33,5309.49,-1550.33,1,18742.33,5360.00,-1675.82
18842.33,5309.49,-1550.33,1,18842.33,5360.00,-1688.32
18942.33,5309.49,-1550.33,1,18942.33,5360.00,-1700.82
19042.33,5309.49,-1550.33,1,19097.27,5355.28,-1735.34
19142.33,5309.49,-1550.33,1,19115.36,5344.17,-1745.53
19242.33,5309.49,-1550.33,1,19177.67,5392.63,-1745.53
19342.33,5309.49,-1550.33,0,,,
19442.33,5309.49,-1550.33,0,,,
19542.33,5309.49,-1550.33,0,,,
19642.33,5309.49,-1550.33,0,,,
19742.33,5309.49,-1550.33,0,,,
19842.33,5309.49,-1550.33,0,,,
19942.33,5309.49,-1550.33,1,19995.77,5214.49,-1467.49
20042.33,5309.49,-1550.33,1,20071.73,5257.22,-1467.49
20142.33,5309.49,-1550.33,1,20146.19,5294.05,-1467.49
16142.33,5409.49,-1550.33,1,16160.91,5390.91,-1625.53
16242.33,5409.49,-1550.33,1,16242.33,5409.49,-1625.53
16342.33,5409.49,-1550.33,1,16342.33,5409.49,-1625.53
16442.33,5409.49,-1550.33,1,16454.59,5420.69,-1614.97
16542.33,5409.49,-1550.33,1,16514.32,5411.83,-1642.80
16642.33,5409.49,-1550.33,1,16661.42,5428.58,-1526.94
16742.33,5409.49,-1550.33,1,16716.53,5440.45,-1569.88
16842.33,5409.49,-1550.33,1,16850.00,5360.00,-1585.53
16942.33,5409.49,-1550.33,1,16850.00,5360.00,-1585.53
17042.33,5409.49,-1550.33,1,17110.00,5380.00,-1465.53
17142.33,5409.49,-1550.33,1,17147.66,5398.83,-1440.42
17242.33,5409.49,-1550.33,1,17220.00,5409.49,-1430.20
17342.33,5409.49,-1550.33,0,,,
17442.33,5409.49,-1550.33,0,,,
17542.33,5409.49,-1550.33,1,17610.00,5390.00,-1625.53
17642.33,5409.49,-1550.33,1,17642.33,5409.49,-1605.53
17742.33,5409.49,-1550.33,1,17742.33,5409.49,-1598.87
17842.33,5409.49,-1550.33,1,17842.33,5409.49,-1622.91
17942.33,5409.49,-1550.33,1,17942.33,5409.49,-1625.53
18042.33,5409.49,-1550.33,1,18023.44,5431.52,-1625.53
18142.33,5409.49,-1550.33,1,18106.42,5373.58,-1625.53
18242.33,5409.49,-1550.33,1,18210.00,5470.00,-1545.53
18342.33,5409.49,-1550.33,0,,,
18442.33,5409.49,-1550.33,1,18485.86,5447.59,-1625.53
18542.33,5409.49,-1550.33,1,18542.33,5409.49,-1633.78
18642.33,5409.49,-1550.33,1,18642.33,5409.49,-1654.29
18742.33,5409.49,-1550.33,1,18742.33,5409.49,-1673.96
18842.33,5409.49,-1550.33,1,18842.33,5409.49,-1686.46
18942.33,5409.49,-1550.33,1,18942.33,5409.49,-1699.01
19042.33,5409.49,-1550.33,1,19042.33,5409.49,-1705.53
19142.33,5409.49,-1550.33,1,19142.33,5409.49,-1729.18
19242.33,5409.49,-1550.33,1,19233.66,5426.83,-1747.49
19342.33,5409.49,-1550.33,1,19260.00,5440.00,-1747.49
19442.33,5409.49,-1550.33,0,,,
19542.33,5409.49,-1550.33,0,,,
19642.33,5409.49,-1550.33,0,,,
19742.33,5409.49,-1550.33,0,,,
19842.33,5409.49,-1550.33,0,,,
19942.33,5409.49,-1550.33,0,,,
20042.33,5409.49,-1550.33,0,,,
20142.33,5409.49,-1550.33,0,,,
16142.33,5509.49,-1550.33,1,16142.33,5509.49,-1585.26
16242.33,5509.49,-1550.33,1,16242.33,5509.49,-1625.53
16342.33,5509.49,-1550.33,1,16359.33,5525.02,-1596.83
16442.33,5509.49,-1550.33,1,16442.33,5509.49,-1653.75
16542.33,5509.49,-1550.33,1,16520.00,5480.00,-1665.53
16642.33,5509.49,-1550.33,1,16665.91,5485.91,-1557.35
16742.33,5509.49,-1550.33,1,16742.33,5509.49,-1625.12
16842.33,5509.49,-1550.33,1,16832.43,5514.66,-1624.72
16942.33,5509.49,-1550.33,1,17010.00,5530.00,-1625.53
17042.33,5509.49,-1550.33,1,17044.45,5525.41,-1588.78
17142.33,5509.49,-1550.33,1,17142.33,5509.49,-1901.50
17242.33,5509.49,-1550.33,1,17236.36,5530.39,-1884.75
17342.33,5509.49,-1550.33,1,17270.00,5540.00,-1865.53
17442.33,5509.49,-1550.33,0,,,
17542.33,5509.49,-1550.33,1,17635.91,5415.91,-1608.25
17642.33,5509.49,-1550.33,1,17685.08,5495.24,-1605.64
17742.33,5509.49,-1550.33,1,17742.33,5509.49,-1625.53
17842.33,5509.49,-1550.33,1,17842.33,5509.49,-1625.53
17942.33,5509.49,-1550.33,1,17942.33,5509.49,-1625.53
18042.33,5509.49,-1550.33,1,18042.33,5509.49,-1625.53
18142.33,5509.49,-1550.33,1,18180.00,5490.00,-1545.53
18242.33,5509.49,-1550.33,1,18235.98,5513.30,-1545.53
18342.33,5509.49,-1550.33,1,18400.00,5510.00,-1625.53
18442.33,5509.49,-1550.33,1,18442.33,5509.49,-1625.53
18542.33,5509.49,-1550.33,1,18542.33,5509.49,-1625.53
18642.33,5509.49,-1550.33,1,18642.33,5509.49,-1638.90
18742.33,5509.49,-1550.33,1,18742.33,5509.49,-1670.21
18842.33,5509.49,-1550.33,1,18842.33,5509.49,-1682.71
18942.33,5509.49,-1550.33,1,18942.33,5509.49,-1705.53
19042.33,5509.49,-1550.33,1,19042.33,5509.49,-1705.53
19142.33,5509.49,-1550.33,1,19142.33,5509.49,-1732.45
19242.33,5509.49,-1550.33,1,19242.33,5509.49,-1747.49
19342.33,5509.49,-1550.33,1,19292.79,5540.46,-1757.72
19442.33,5509.49,-1550.33,0,,,
19542.33,5509.49,-1550.33,0,,,
19642.33,5509.49,-1550.33,0,,,
19742.33,5509.49,-1550.33,0,,,
19842.33,5509.49,-1550.33,0,,,
19942.33,5509.49,-1550.33,0,,,
20042.33,5509.49,-1550.33,0,,,
20142.33,5509.49,-1550.33,0,,,
16142.33,5609.49,-1550.33,1,16142.33,5609.49,-1562.88
16242.33,5609.49,-1550.33,1,16242.33,5609.49,-1577.20
16342.33,5609.49,-1550.33,1,16342.33,5609.49,-1616.27
16442.33,5609.49,-1550.33,1,16422.38,5602.85,-1665.53
16542.33,5609.49,-1550.33,1,16580.00,5700.00,-1545.53
16642.33,5609.49,-1550.33,1,16650.00,5640.00,-1385.53
16742.33,5609.49,-1550.33,1,16777.03,5612.65,-1625.53
16842.33,5609.49,-1550.33,1,16842.33,5609.49,-1607.50
16942.33,5609.49,-1550.33,1,16920.00,5620.00,-1865.53
17042.33,5609.49,-1550.33,1,17052.86,5601.07,-1825.53
17142.33,5609.49,-1550.33,1,17142.33,5609.49,-1858.73
17242.33,5609.49,-1550.33,1,17242.33,5609.49,-1905.06
17342.33,5609.49,-1550.33,1,17305.91,5645.91,-1905.53
17442.33,5609.49,-1550.33,1,17450.00,5630.00,-1625.53
17542.33,5609.49,-1550.33,1,17520.00,5630.00,-1625.53
17642.33,5609.49,-1550.33,1,17702.29,5542.04,-1625.53
17742.33,5609.49,-1550.33,1,17758.15,5591.69,-1625.53
17842.33,5609.49,-1550.33,1,17842.33,5609.49,-1625.53
17942.33,5609.49,-1550.33,1,17942.33,5609.49,-1625.53
18042.33,5609.49,-1550.33,1,18042.33,5609.49,-1625.53
18142.33,5609.49,-1550.33,1,18142.33,5609.49,-1625.53
18242.33,5609.49,-1550.33,1,18266.42,5633.58,-1625.53
18342.33,5609.49,-1550.33,1,18342.33,5609.49,-1599.62
18442.33,5609.49,-1550.33,1,18442.33,5609.49,-1614.53
18542.33,5609.49,-1550.33,1,18542.33,5609.49,-1625.53
18642.33,5609.49,-1550.33,1,18642.33,5609.49,-1625.53
18742.33,5609.49,-1550.33,1,18742.33,5609.49,-1666.46
18842.33,5609.49,-1550.33,1,18842.33,5609.49,-1687.39
18942.33,5609.49,-1550.33,1,18942.33,5609.49,-1705.53
19042.33,5609.49,-1550.33,1,19042.33,5609.49,-1708.18
19142.33,5609.49,-1550.33,1,19142.33,5609.49,-1726.30
19242.33,5609.49,-1550.33,1,19242.33,5609.49,-1747.49
19342.33,5609.49,-1550.33,1,19341.30,5610.59,-1787.49
19442.33,5609.49,-1550.33,1,19394.52,5660.49,-1787.49
19542.33,5609.49,-1550.33,0,,,
19642.33,5609.49,-1550.33,0,,,
19742.33,5609.49,-1550.33,0,,,
19842.33,5609.49,-1550.33,0,,,
19942.33,5609.49,-1550.33,0,,,
20042.33,5609.49,-1550.33,0,,,
20142.33,5609.49,-1550.33,0,,,
16142.33,5709.49,-1550.33,1,16142.33,5709.49,-1540.90
16242.33,5709.49,-1550.33,1,16242.33,5709.49,-1574.41
16342.33,5709.49,-1550.33,1,16342.33,5709.49,-1606.31
16442.33,5709.49,-1550.33,1,16406.25,5707.49,-1650.53
16542.33,5709.49,-1550.33,1,16575.55,5717.80,-1548.49
16642.33,5709.49,-1550.33,1,16660.00,5700.00,-1385.53
16742.33,5709.49,-1550.33,1,16773.06,5700.71,-1619.41
16842.33,5709.49,-1550.33,1,16842.33,5709.49,-1590.57
16942.33,5709.49,-1550.33,1,16935.85,5712.88,-1590.25
17042.33,5709.49,-1550.33,1,17100.49,5686.23,-1825.53
17142.33,5709.49,-1550.33,1,17142.33,5709.49,-1841.79
17242.33,5709.49,-1550.33,1,17242.33,5680.00,-1905.53
17342.33,5709.49,-1550.33,1,17342.33,5709.49,-1890.83
17442.33,5709.49,-1550.33,1,17413.92,5754.95,-1865.53
17542.33,5709.49,-1550.33,1,17535.25,5681.19,-1660.78
17642.33,5709.49,-1550.33,1,17630.00,5730.00,-1785.53
17742.33,5709.49,-1550.33,1,17790.00,5660.00,-1625.53
17842.33,5709.49,-1550.33,1,17842.33,5709.49,-1625.53
17942.33,5709.49,-1550.33,1,17942.33,5709.49,-1625.53
18042.33,5709.49,-1550.33,1,18042.33,5709.49,-1625.53
18142.33,5709.49,-1550.33,1,18142.33,5709.49,-1625.53
18242.33,5709.49,-1550.33,1,18242.33,5709.49,-1621.40
18342.33,5709.49,-1550.33,1,18342.33,5709.49,-1610.95
18442.33,5709.49,-1550.33,1,18442.33,5709.49,-1593.82
18542.33,5709.49,-1550.33,1,18542.33,5709.49,-1610.63
18642.33,5709.49,-1550.33,1,18633.47,5695.33,-1625.53
18742.33,5709.49,-1550.33,1,18742.33,5660.00,-1660.41
18842.33,5709.49,-1550.33,1,18848.25,5690.23,-1695.76
18942.33,5709.49,-1550.33,1,18942.33,5709.49,-1705.53
19042.33,5709.49,-1550.33,1,19042.33,5709.49,-1707.61
19142.33,5709.49,-1550.33,1,19142.33,5709.49,-1726.30
19242.33,5709.49,-1550.33,1,19242.33,5709.49,-1747.63
19342.33,5709.49,-1550.33,1,19342.33,5709.49,-1755.92
19442.33,5709.49,-1550.33,1,19442.33,5709.49,-1786.68
19542.33,5709.49,-1550.33,1,19532.53,5758.51,-1821.51
19642.33,5709.49,-1550.33,0,,,
19742.33,5709.49,-1550.33,1,19710.56,5758.37,-2043.38
19842.33,5709.49,-1550.33,1,19869.97,5742.02,-2043.49
19942.33,5709.49,-1550.33,0,,,
20042.33,5709.49,-1550.33,0,,,
20142.33,5709.49,-1550.33,0,,,
16142.33,5809.49,-1550.33,1,16142.33,5809.49,-1539.26
16242.33,5809.49,-1550.33,1,16242.33,5809.49,-1572.86
16342.33,5809.49,-1550.33,1,16342.33,5809.49,-1606.37
16442.33,5809.49,-1550.33,1,16424.45,5836.30,-1625.53
16542.33,5809.49,-1550.33,1,16552.02,5811.92,-1564.18
16642.33,5809.49,-1550.33,1,16630.42,5807.51,-1625.53
16742.33,5809.49,-1550.33,1,16790.00,5760.00,-1585.53
16842.33,5809.49,-1550.33,1,16812.06,5748.97,-1585.53
16942.33,5809.49,-1550.33,1,16949.28,5739.93,-1585.53
17042.33,5809.49,-1550.33,1,17134.36,5799.27,-1825.53
17142.33,5809.49,-1550.33,1,17142.33,5809.49,-1825.53
17242.33,5809.49,-1550.33,1,17242.33,5809.49,-1846.42
17342.33,5809.49,-1550.33,1,17342.33,5809.49,-1865.53
17442.33,5809.49,-1550.33,1,17442.33,5809.49,-1865.53
17542.33,5809.49,-1550.33,1,17542.33,5809.49,-1829.57
17642.33,5809.49,-1550.33,1,17642.33,5809.49,-1803.44
17742.33,5809.49,-1550.33,1,17660.00,5809.49,-1802.03
17842.33,5809.49,-1550.33,1,17881.98,5803.83,-1625.53
17942.33,5809.49,-1550.33,1,17942.33,5809.49,-1625.53
18042.33,5809.49,-1550.33,1,18042.33,5809.49,-1625.53
18142.33,5809.49,-1550.33,1,18142.33,5809.49,-1624.02
18242.33,5809.49,-1550.33,1,18242.33,5809.49,-1613.56
18342.33,5809.49,-1550.33,1,18342.33,5809.49,-1603.10
18442.33,5809.49,-1550.33,1,18442.33,5809.49,-1594.48
18542.33,5809.49,-1550.33,1,18542.33,5809.49,-1592.82
18642.33,5809.49,-1550.33,1,18610.91,5840.91,-1607.35
18742.33,5809.49,-1550.33,1,18660.91,5890.91,-1622.73
18842.33,5809.49,-1550.33,1,18890.00,5720.00,-1705.53
18942.33,5809.49,-1550.33,1,18935.18,5716.52,-1705.53
19042.33,5809.49,-1550.33,1,19084.73,5790.65,-1705.53
19142.33,5809.49,-1550.33,1,19142.33,5809.49,-1726.30
19242.33,5809.49,-1550.33,1,19242.33,5809.49,-1759.75
19342.33,5809.49,-1550.33,1,19342.33,5809.49,-1728.82
19442.33,5809.49,-1550.33,1,19442.33,5809.49,-1759.81
19542.33,5809.49,-1550.33,1,19542.33,5809.49,-1793.65
19642.33,5809.49,-1550.33,1,19632.93,5851.76,-1827.49
19742.33,5809.49,-1550.33,1,19746.94,5795.65,-2027.49
19842.33,5809.49,-1550.33,1,19842.33,5809.49,-2032.67
19942.33,5809.49,-1550.33,1,19904.43,5780.02,-2043.04
20042.33,5809.49,-1550.33,0,,,
